id,created_at,full_text,media,screen_name,name,profile_image_url,in_reply_to,retweeted_status,quoted_status,favorite_count,retweet_count,bookmark_count,quote_count,reply_count,views_count,favorited,retweeted,bookmarked,url
"1822470896503628063","2024-08-11 11:11:36 +08:00","If you lack discipline, remember this:\n\nStep by step, brick by brick. Just keep going. \n\nNothing good comes easily, and good things take time. https://t.co/FRMnQRWLOZ","[{""type"":""photo"",""url"":""https://t.co/FRMnQRWLOZ"",""thumbnail"":""https://pbs.twimg.com/media/GUq2EKmXgAATJ1m?format=png&name=thumb"",""original"":""https://pbs.twimg.com/media/GUq2EKmXgAATJ1m?format=png&name=orig""}]","FluentInFinance","Andrew Lokenauth | TheFinanceNewsletter.com","https://pbs.twimg.com/profile_images/1747282104990175232/DSMtFE0E_normal.jpg","null","null","null",490,85,166,3,13,73696,false,false,false,"https://twitter.com/FluentInFinance/status/1822470896503628063"
"1827816691436249195","2024-08-26 05:13:53 +08:00","I hate to admit it but being financially stable eliminates 99% of your stress.\n\nMoney is one of the most important things in life and we shouldn’t pretend it isn’t.","[]","FluentInFinance","Andrew Lokenauth | TheFinanceNewsletter.com","https://pbs.twimg.com/profile_images/1747282104990175232/DSMtFE0E_normal.jpg","null","null","null",2789,322,183,33,140,133440,false,false,false,"https://twitter.com/FluentInFinance/status/1827816691436249195"
"1827842827029541367","2024-08-26 06:57:44 +08:00","If you pay your investment advisor 1% on a $1,000,000 portfolio that grows 10% each year, that’s:\n\n$152,000 in fees over 10 years.\n\n$512,000 over 20 years.\n\n$1.4 million over 30 years.\n\nFees matter.","[]","FluentInFinance","Andrew Lokenauth | TheFinanceNewsletter.com","https://pbs.twimg.com/profile_images/1747282104990175232/DSMtFE0E_normal.jpg","null","null","null",421,33,54,3,36,62247,false,false,false,"https://twitter.com/FluentInFinance/status/1827842827029541367"
"1827873899565961699","2024-08-26 09:01:12 +08:00","If you liked this post, you'll enjoy my weekly newsletter ― Join 50,000+ readers and sign-up at https://t.co/fJ9jVNLFNS!","[]","FluentInFinance","Andrew Lokenauth | TheFinanceNewsletter.com","https://pbs.twimg.com/profile_images/1747282104990175232/DSMtFE0E_normal.jpg","1827816691436249195","null","null",6,0,1,0,1,11601,false,false,false,"https://twitter.com/FluentInFinance/status/1827873899565961699"
"1827875683361579306","2024-08-26 09:08:17 +08:00","Remember when McDonald's used to take care of us? https://t.co/2urgpd36Ha","[{""type"":""photo"",""url"":""https://t.co/2urgpd36Ha"",""thumbnail"":""https://pbs.twimg.com/media/GV3rGJUWYAArzVP?format=png&name=thumb"",""original"":""https://pbs.twimg.com/media/GV3rGJUWYAArzVP?format=png&name=orig""}]","FluentInFinance","Andrew Lokenauth | TheFinanceNewsletter.com","https://pbs.twimg.com/profile_images/1747282104990175232/DSMtFE0E_normal.jpg","null","null","null",1139,92,20,25,140,89283,false,false,false,"https://twitter.com/FluentInFinance/status/1827875683361579306"
"1827898049550532781","2024-08-26 10:37:10 +08:00","You just had to be there. https://t.co/7wjrARoKlC","[{""type"":""photo"",""url"":""https://t.co/7wjrARoKlC"",""thumbnail"":""https://pbs.twimg.com/media/GV3_ebMXAAAnqFb?format=jpg&name=thumb"",""original"":""https://pbs.twimg.com/media/GV3_ebMXAAAnqFb?format=jpg&name=orig""}]","FluentInFinance","Andrew Lokenauth | TheFinanceNewsletter.com","https://pbs.twimg.com/profile_images/1747282104990175232/DSMtFE0E_normal.jpg","null","null","null",27590,1679,444,308,225,2496868,false,false,false,"https://twitter.com/FluentInFinance/status/1827898049550532781"
"1827926720982175885","2024-08-26 12:31:06 +08:00","If you liked this post, you'll enjoy my weekly newsletter ― Join 50,000+ readers and sign-up at https://t.co/fJ9jVNLFNS!","[]","FluentInFinance","Andrew Lokenauth | TheFinanceNewsletter.com","https://pbs.twimg.com/profile_images/1747282104990175232/DSMtFE0E_normal.jpg","1827875683361579306","null","null",3,0,0,0,0,8798,false,false,false,"https://twitter.com/FluentInFinance/status/1827926720982175885"
"1827934343303442677","2024-08-26 13:01:23 +08:00","If you liked this post, you'll love my newsletter ― Join 50,000+ readers and subscribe at https://t.co/fJ9jVNLFNS!","[]","FluentInFinance","Andrew Lokenauth | TheFinanceNewsletter.com","https://pbs.twimg.com/profile_images/1747282104990175232/DSMtFE0E_normal.jpg","1827898049550532781","null","null",3,0,1,0,0,40883,false,false,false,"https://twitter.com/FluentInFinance/status/1827934343303442677"
"1828057292702421089","2024-08-26 21:09:56 +08:00","The cost of a car isn't just its price.\n\nIt's depreciation + interest on payments + maintenance + insurance.\n\nNew cars are a great way to turn $60,000 into $30,000.","[]","FluentInFinance","Andrew Lokenauth | TheFinanceNewsletter.com","https://pbs.twimg.com/profile_images/1747282104990175232/DSMtFE0E_normal.jpg","null","null","null",590,66,78,3,81,80086,false,false,false,"https://twitter.com/FluentInFinance/status/1828057292702421089"
"1828085572822540379","2024-08-26 23:02:19 +08:00","A quick reminder that you’re better off making $150,000 and paying 20% in taxes than $100,000 and paying 10% in taxes.\n\nAnd it’s not even close.","[]","FluentInFinance","Andrew Lokenauth | TheFinanceNewsletter.com","https://pbs.twimg.com/profile_images/1747282104990175232/DSMtFE0E_normal.jpg","null","null","null",940,46,100,8,152,180497,false,false,false,"https://twitter.com/FluentInFinance/status/1828085572822540379"
"1828112123849007560","2024-08-27 00:47:49 +08:00","Use your credit cards to pay your bills then set up auto-pay with your debit card or checking account.\n\nYou’ll build your credit score plus earn reward points.\n\nA good credit score will make your life easier and save you thousands of dollars.","[]","FluentInFinance","Andrew Lokenauth | TheFinanceNewsletter.com","https://pbs.twimg.com/profile_images/1747282104990175232/DSMtFE0E_normal.jpg","null","null","null",513,58,150,4,19,52841,false,false,false,"https://twitter.com/FluentInFinance/status/1828112123849007560"
"1828123110001828138","2024-08-27 01:31:28 +08:00","If you liked this post, you'll love my newsletter ― Join 50,000+ readers and subscribe at https://t.co/fJ9jVNLFNS!","[]","FluentInFinance","Andrew Lokenauth | TheFinanceNewsletter.com","https://pbs.twimg.com/profile_images/1747282104990175232/DSMtFE0E_normal.jpg","1827842827029541367","null","null",2,1,0,0,2,7178,false,false,false,"https://twitter.com/FluentInFinance/status/1828123110001828138"
"1828136213133566377","2024-08-27 02:23:32 +08:00","You will be the first multi-millionaire in your family.\n\nEvery family has that person who creates generational wealth.\n\nClaim it.","[]","FluentInFinance","Andrew Lokenauth | TheFinanceNewsletter.com","https://pbs.twimg.com/profile_images/1747282104990175232/DSMtFE0E_normal.jpg","null","null","null",892,97,73,11,42,53490,false,false,false,"https://twitter.com/FluentInFinance/status/1828136213133566377"
"1828152868773195999","2024-08-27 03:29:44 +08:00","Money management is more important than making money.\n\nIf you can’t manage $10,000 how will you manage $1,000,000?","[]","FluentInFinance","Andrew Lokenauth | TheFinanceNewsletter.com","https://pbs.twimg.com/profile_images/1747282104990175232/DSMtFE0E_normal.jpg","null","null","null",322,55,32,4,22,32805,false,false,false,"https://twitter.com/FluentInFinance/status/1828152868773195999"
"1828206100086227447","2024-08-27 07:01:15 +08:00","We'll discuss this more in my newsletter ― Join 50,000+ readers and sign-up at https://t.co/fJ9jVNLFNS!","[]","FluentInFinance","Andrew Lokenauth | TheFinanceNewsletter.com","https://pbs.twimg.com/profile_images/1747282104990175232/DSMtFE0E_normal.jpg","1828136213133566377","null","null",2,0,0,0,1,8175,false,false,false,"https://twitter.com/FluentInFinance/status/1828206100086227447"
"1828207258590748705","2024-08-27 07:05:51 +08:00","Building multiple income streams isn’t an option, it’s a must.\n\nJob security is an illusion.","[]","FluentInFinance","Andrew Lokenauth | TheFinanceNewsletter.com","https://pbs.twimg.com/profile_images/1747282104990175232/DSMtFE0E_normal.jpg","null","null","null",429,60,47,3,17,47958,false,false,false,"https://twitter.com/FluentInFinance/status/1828207258590748705"
"1828236393576821098","2024-08-27 09:01:37 +08:00","We'll discuss this more in my newsletter ― Join 50,000+ readers and sign-up at https://t.co/fJ9jVNLFNS!","[]","FluentInFinance","Andrew Lokenauth | TheFinanceNewsletter.com","https://pbs.twimg.com/profile_images/1747282104990175232/DSMtFE0E_normal.jpg","1828057292702421089","null","null",1,0,0,0,0,9284,false,false,false,"https://twitter.com/FluentInFinance/status/1828236393576821098"
"1828241883778224560","2024-08-27 09:23:26 +08:00","Broke people act rich to impress others,\n\nRich people act broke to stay low-key.\n\nDon't go broke buying liabilities to look rich,\n\nGo broke buying assets to become rich.","[]","FluentInFinance","Andrew Lokenauth | TheFinanceNewsletter.com","https://pbs.twimg.com/profile_images/1747282104990175232/DSMtFE0E_normal.jpg","null","null","null",532,83,51,3,31,38382,false,false,false,"https://twitter.com/FluentInFinance/status/1828241883778224560"
"1828259009125597256","2024-08-27 10:31:29 +08:00","If you liked this post, you'll enjoy my weekly newsletter ― Join 50,000+ readers and sign-up at https://t.co/fJ9jVNLFNS!","[]","FluentInFinance","Andrew Lokenauth | TheFinanceNewsletter.com","https://pbs.twimg.com/profile_images/1747282104990175232/DSMtFE0E_normal.jpg","1828085572822540379","null","null",4,0,1,0,0,14083,false,false,false,"https://twitter.com/FluentInFinance/status/1828259009125597256"
"1828274058976186855","2024-08-27 11:31:18 +08:00","We'll discuss this more in my newsletter ― Join 50,000+ readers and sign-up at https://t.co/fJ9jVNLFNS!","[]","FluentInFinance","Andrew Lokenauth | TheFinanceNewsletter.com","https://pbs.twimg.com/profile_images/1747282104990175232/DSMtFE0E_normal.jpg","1828112123849007560","null","null",1,0,1,0,0,8977,false,false,false,"https://twitter.com/FluentInFinance/status/1828274058976186855"
"1828275571811389502","2024-08-27 11:37:18 +08:00","Plumbers/ Electricians with no debt: $100,000/ year\n\nCubicle employee with student loans: $60,000/ year\n\nSociety would have you think the first is doing worse.","[]","FluentInFinance","Andrew Lokenauth | TheFinanceNewsletter.com","https://pbs.twimg.com/profile_images/1747282104990175232/DSMtFE0E_normal.jpg","null","null","null",1397,161,88,12,140,132922,false,false,false,"https://twitter.com/FluentInFinance/status/1828275571811389502"
"1828387577516241129","2024-08-27 19:02:22 +08:00","We'll discuss this more in my newsletter ― Join 50,000+ readers and sign-up at https://t.co/fJ9jVNLFNS!","[]","FluentInFinance","Andrew Lokenauth | TheFinanceNewsletter.com","https://pbs.twimg.com/profile_images/1747282104990175232/DSMtFE0E_normal.jpg","1828275571811389502","null","null",0,0,2,0,0,8925,false,false,false,"https://twitter.com/FluentInFinance/status/1828387577516241129"
"1828398293434405066","2024-08-27 19:44:57 +08:00","List of My Favorite Stocks to Buy &amp; Hold for the Next 10 Years\n\n$V Visa\n$LLY Eli Lilly\n$TSLA Tesla\n$META Meta\n$AAPL Apple\n$COST Costco\n$NVDA NVIDIA\n$AMZN Amazon\n$MSFT Microsoft\n$GOOGL Alphabet\n$PANW Palo Alto Networks\n\nWhat others would you add?","[]","FluentInFinance","Andrew Lokenauth | TheFinanceNewsletter.com","https://pbs.twimg.com/profile_images/1747282104990175232/DSMtFE0E_normal.jpg","null","null","null",1090,127,737,8,124,147961,false,false,false,"https://twitter.com/FluentInFinance/status/1828398293434405066"
"1828402463411487085","2024-08-27 20:01:32 +08:00","If you liked this post, you'll enjoy my weekly newsletter ― Join 50,000+ readers and sign-up at https://t.co/fJ9jVNLFNS!","[]","FluentInFinance","Andrew Lokenauth | TheFinanceNewsletter.com","https://pbs.twimg.com/profile_images/1747282104990175232/DSMtFE0E_normal.jpg","1828241883778224560","null","null",2,0,1,0,2,6808,false,false,false,"https://twitter.com/FluentInFinance/status/1828402463411487085"
"1828478481136787810","2024-08-28 01:03:36 +08:00","Become a millionaire, the lazy way:\n\n1. Invest $100 a week into an S&P 500 fund.\n\n2. Set up automatic deposits and let compound interest do all the work.\n\n3. Repeat this for 30 years and you should have over $1,000,000.\n\nAnd in a Roth IRA, you’ll pay no capital gains tax.\n\nIt’s as simple as that.","[]","FluentInFinance","Andrew Lokenauth | TheFinanceNewsletter.com","https://pbs.twimg.com/profile_images/1747282104990175232/DSMtFE0E_normal.jpg","null","null","null",452,52,200,3,24,56810,false,false,false,"https://twitter.com/FluentInFinance/status/1828478481136787810"
"1828485582353215580","2024-08-28 01:31:49 +08:00","We'll discuss this more in my newsletter ― Join 50,000+ readers and sign-up at https://t.co/fJ9jVNLFNS!","[]","FluentInFinance","Andrew Lokenauth | TheFinanceNewsletter.com","https://pbs.twimg.com/profile_images/1747282104990175232/DSMtFE0E_normal.jpg","1828398293434405066","null","null",1,0,0,0,0,9372,false,false,false,"https://twitter.com/FluentInFinance/status/1828485582353215580"
"1828530799127273594","2024-08-28 04:31:29 +08:00","We'll discuss this more in my newsletter ― Join 50,000+ readers and sign-up at https://t.co/fJ9jVNLFNS!","[]","FluentInFinance","Andrew Lokenauth | TheFinanceNewsletter.com","https://pbs.twimg.com/profile_images/1747282104990175232/DSMtFE0E_normal.jpg","1828207258590748705","null","null",0,0,0,0,0,7790,false,false,false,"https://twitter.com/FluentInFinance/status/1828530799127273594"
"1828550682120471004","2024-08-28 05:50:30 +08:00","Vanguard low-fee ETFs:\n\n$VGT Tech\n$VTV Value\n$VUG Growth\n$VOO S&amp;P 500\n$VB Small Caps\n$VNQ Real Estate\n$VXUS International\n$VIG Dividend Growth\n$VTI Total Stock Market\n$VWO Emerging Markets\n$VYM High Dividend Yield\n\nWhich is your favorite?","[]","FluentInFinance","Andrew Lokenauth | TheFinanceNewsletter.com","https://pbs.twimg.com/profile_images/1747282104990175232/DSMtFE0E_normal.jpg","null","null","null",324,44,233,0,27,37505,false,false,false,"https://twitter.com/FluentInFinance/status/1828550682120471004"
"1828571468113785324","2024-08-28 07:13:05 +08:00","The most underrated wealth-building tool is having friends who are also building wealth.\n\nThe most powerful wealth-building tool is your income.\n\nWhether it's stocks, real estate, or entrepreneurship, that's how wealth is built.","[]","FluentInFinance","Andrew Lokenauth | TheFinanceNewsletter.com","https://pbs.twimg.com/profile_images/1747282104990175232/DSMtFE0E_normal.jpg","null","null","null",152,25,21,2,15,21491,false,false,false,"https://twitter.com/FluentInFinance/status/1828571468113785324"
"1828615875118637561","2024-08-28 10:09:33 +08:00","You can work a 9-5 job, invest, and build a side business. \n\nYou get 168 hours each week, don't limit yourself.","[]","FluentInFinance","Andrew Lokenauth | TheFinanceNewsletter.com","https://pbs.twimg.com/profile_images/1747282104990175232/DSMtFE0E_normal.jpg","null","null","null",235,26,28,1,20,29517,false,false,false,"https://twitter.com/FluentInFinance/status/1828615875118637561"
"1828775679619416415","2024-08-28 20:44:33 +08:00","HSAs are the only triple tax-advantaged investing account:\n\n1. Money goes in tax-free\n\n2. Money grows tax-free\n\n3. Money comes out tax-free (for qualified expenses)\n\nAnd if you don't use the money for qualified expenses, it acts like an IRA after age 65.\n\nMore people should take advantage of this but less than 10% of Americans use it.","[]","FluentInFinance","Andrew Lokenauth | TheFinanceNewsletter.com","https://pbs.twimg.com/profile_images/1747282104990175232/DSMtFE0E_normal.jpg","null","null","null",203,28,96,3,15,33574,false,false,false,"https://twitter.com/FluentInFinance/status/1828775679619416415"
"1828810142000746979","2024-08-28 23:01:30 +08:00","If you liked this post, you'll enjoy my weekly newsletter ― Join 50,000+ readers and sign-up at https://t.co/fJ9jVNLFNS!","[]","FluentInFinance","Andrew Lokenauth | TheFinanceNewsletter.com","https://pbs.twimg.com/profile_images/1747282104990175232/DSMtFE0E_normal.jpg","1828478481136787810","null","null",0,0,0,0,0,6183,false,false,false,"https://twitter.com/FluentInFinance/status/1828810142000746979"
"1828813262999474186","2024-08-28 23:13:54 +08:00","Unpopular opinion:\n\n$5 a day on coffee isn’t what makes most people broke.\n\nStop focusing on $5 decisions and start focusing on $5,000 decisions.\n\nWealth is created by increasing your income, living below your means, and investing the difference in assets.","[]","FluentInFinance","Andrew Lokenauth | TheFinanceNewsletter.com","https://pbs.twimg.com/profile_images/1747282104990175232/DSMtFE0E_normal.jpg","null","null","null",142,19,27,0,27,16931,false,false,false,"https://twitter.com/FluentInFinance/status/1828813262999474186"
"1828830191583674831","2024-08-29 00:21:10 +08:00","Warren Buffett's Berkshire Hathaway $BRK.B just hit a $1 trillion market cap but still has a website that looks like it's from 1990. https://t.co/Zx0KWPjFRC","[{""type"":""photo"",""url"":""https://t.co/Zx0KWPjFRC"",""thumbnail"":""https://pbs.twimg.com/media/GWFPGh_XUAEhY0C?format=jpg&name=thumb"",""original"":""https://pbs.twimg.com/media/GWFPGh_XUAEhY0C?format=jpg&name=orig""}]","FluentInFinance","Andrew Lokenauth | TheFinanceNewsletter.com","https://pbs.twimg.com/profile_images/1747282104990175232/DSMtFE0E_normal.jpg","null","null","null",66,9,11,2,18,21643,false,false,false,"https://twitter.com/FluentInFinance/status/1828830191583674831"
"1828864788077638082","2024-08-29 02:38:38 +08:00","The average retirement age is 67, the average life span is 78, and 39 is halfway there.\n\nWork 50 years to enjoy 11? Let that sink in for a minute.\n\nRetirement should be a financial goal, not an age.","[]","FluentInFinance","Andrew Lokenauth | TheFinanceNewsletter.com","https://pbs.twimg.com/profile_images/1747282104990175232/DSMtFE0E_normal.jpg","null","null","null",321,47,39,1,23,37656,false,false,false,"https://twitter.com/FluentInFinance/status/1828864788077638082"
"1828896206451302807","2024-08-29 04:43:29 +08:00","NVIDIA just reported earnings and it's down 5% after hours. \n\n$NVDA reported $30 Billion in revenue for Q2 (3.8% higher than expectations.)\n\nThis is its lowest earnings beat in 18 months.\n\nQ2 Revenue this decade:\n\n$30.0 B - 2024\n$13.5B - 2023\n$6.5B - 2022\n$6.5B - 2021\n$3.9B - 2020\n$2.6B - 2019\n$3.1B - 2018\n$2.2B - 2017\n$1.4B - 2016\n$1.2B - 2015\n$1.1B - 2014\n\nYou buying the dip?","[{""type"":""photo"",""url"":""https://t.co/M1e0vpm19V"",""thumbnail"":""https://pbs.twimg.com/media/GWGLTdjXYAAk0NP?format=jpg&name=thumb"",""original"":""https://pbs.twimg.com/media/GWGLTdjXYAAk0NP?format=jpg&name=orig""}]","FluentInFinance","Andrew Lokenauth | TheFinanceNewsletter.com","https://pbs.twimg.com/profile_images/1747282104990175232/DSMtFE0E_normal.jpg","null","null","null",60,9,12,2,14,18635,false,false,false,"https://twitter.com/FluentInFinance/status/1828896206451302807"
"1828948341104775430","2024-08-29 08:10:39 +08:00","Top 1% net worth by age.\n\nWhat's your goal? https://t.co/Pr534NjQ9D","[{""type"":""photo"",""url"":""https://t.co/Pr534NjQ9D"",""thumbnail"":""https://pbs.twimg.com/media/GWG60WsXYAEcvfX?format=png&name=thumb"",""original"":""https://pbs.twimg.com/media/GWG60WsXYAEcvfX?format=png&name=orig""}]","FluentInFinance","Andrew Lokenauth | TheFinanceNewsletter.com","https://pbs.twimg.com/profile_images/1747282104990175232/DSMtFE0E_normal.jpg","null","null","null",179,23,68,2,27,46849,false,false,false,"https://twitter.com/FluentInFinance/status/1828948341104775430"
"1829140588895092749","2024-08-29 20:54:34 +08:00","S&P 500 ETF $VOO returned an average 14.9% each year, and 112.4% over the last 5 years.\n\nIt returned an average 13.2% each year, and 237.2% over the last 10 years.\n\nAnd 10.6% each year and 563.5% over the last 20 years.\n\nInvesting $100 a week into your Roth IRA can change your life.","[]","FluentInFinance","Andrew Lokenauth | TheFinanceNewsletter.com","https://pbs.twimg.com/profile_images/1747282104990175232/DSMtFE0E_normal.jpg","null","null","null",299,34,115,4,29,67430,false,false,false,"https://twitter.com/FluentInFinance/status/1829140588895092749"
"1829160164152512528","2024-08-29 22:12:21 +08:00","5 most important financial decisions in life:\n\n1. The career you select\n2. The person you marry\n3. The friends you choose\n4. The location you live\n5. The foods you eat\n\nThese will impact your life the most.\n\nChoose wisely.","[]","FluentInFinance","Andrew Lokenauth | TheFinanceNewsletter.com","https://pbs.twimg.com/profile_images/1747282104990175232/DSMtFE0E_normal.jpg","null","null","null",544,103,130,4,29,36787,false,false,false,"https://twitter.com/FluentInFinance/status/1829160164152512528"
"1829197799331647513","2024-08-30 00:41:54 +08:00","S&P 500 returns 2004-2024:\n\n2008: -38.5% 🔴\n2009: +23.5% 🟢\n2010: +12.8% 🟢\n2011: +0.1% 🟢\n2012: +13.4% 🟢\n2013: +32.4% 🟢\n2014: +11.4% 🟢\n2015: +1.4% 🟢\n2016: +11.9% 🟢\n2017: +21.8% 🟢\n2018: -4.4% 🔴\n2019: +31.5% 🟢\n2020: +18.4% 🟢\n2021: +28.7% 🟢\n2022: -18.1% 🔴\n2023: +26.3% 🟢\n2024: +19.1% 🟢\n\nOver the last 20 years the S&P 500 has returned an average of over 10% each year.","[]","FluentInFinance","Andrew Lokenauth | TheFinanceNewsletter.com","https://pbs.twimg.com/profile_images/1747282104990175232/DSMtFE0E_normal.jpg","null","null","null",495,73,130,9,42,101224,false,false,false,"https://twitter.com/FluentInFinance/status/1829197799331647513"
"1829248747047465035","2024-08-30 04:04:21 +08:00","Monthly investment to become a millionaire at retirement:\n\nIn 30 years, invest $300.\n\nIn 20 years, invest $1,000.\n\nIn 10 years, invest $5,000.\n\nThe earlier you start, the better.\n\n*10% annual return based on S&amp;P 500's historical average","[]","FluentInFinance","Andrew Lokenauth | TheFinanceNewsletter.com","https://pbs.twimg.com/profile_images/1747282104990175232/DSMtFE0E_normal.jpg","null","null","null",321,44,84,2,25,47015,false,false,false,"https://twitter.com/FluentInFinance/status/1829248747047465035"
"1829290118999621676","2024-08-30 06:48:45 +08:00","Jeff Bezos visited Harvard Business School in 1997 and the feedback he got was: \n\n""You need to sell to Barnes and Noble and get out now."" https://t.co/sOlCiv1O0Q","[{""type"":""photo"",""url"":""https://t.co/sOlCiv1O0Q"",""thumbnail"":""https://pbs.twimg.com/media/GWLxiI2XYAAN9st?format=png&name=thumb"",""original"":""https://pbs.twimg.com/media/GWLxiI2XYAAN9st?format=png&name=orig""}]","FluentInFinance","Andrew Lokenauth | TheFinanceNewsletter.com","https://pbs.twimg.com/profile_images/1747282104990175232/DSMtFE0E_normal.jpg","null","null","null",86,15,13,3,12,25609,false,false,false,"https://twitter.com/FluentInFinance/status/1829290118999621676"
"1829300925413851372","2024-08-30 07:31:42 +08:00","We'll discuss this more in my newsletter ― Join 50,000+ readers and sign-up at https://t.co/fJ9jVNLFNS!","[]","FluentInFinance","Andrew Lokenauth | TheFinanceNewsletter.com","https://pbs.twimg.com/profile_images/1747282104990175232/DSMtFE0E_normal.jpg","1829160164152512528","null","null",0,3,1,0,2,7436,false,false,false,"https://twitter.com/FluentInFinance/status/1829300925413851372"
"1829334689036866017","2024-08-30 09:45:51 +08:00","US States with highest percentage of people living in poverty (in 2024):\n\n1. Louisiana 19.6%\n2. Mississippi 19.4%\n3. New Mexico 18.4%\n4. West Virginia 16.8%\n5. Kentucky 16.5%\n6. Arkansas 16.3%\n7. Alabama 16.1%\n8. Oklahoma 15.6%\n9. South Carolina 14.6%\n10. Texas 14.6%","[]","FluentInFinance","Andrew Lokenauth | TheFinanceNewsletter.com","https://pbs.twimg.com/profile_images/1747282104990175232/DSMtFE0E_normal.jpg","null","null","null",401,85,88,36,57,79922,false,false,false,"https://twitter.com/FluentInFinance/status/1829334689036866017"
"1829366180546543991","2024-08-30 11:51:00 +08:00","You just had to be there https://t.co/HWU3uYuYAa","[{""type"":""photo"",""url"":""https://t.co/HWU3uYuYAa"",""thumbnail"":""https://pbs.twimg.com/media/GWM2iTvWIAAdsn6?format=png&name=thumb"",""original"":""https://pbs.twimg.com/media/GWM2iTvWIAAdsn6?format=png&name=orig""}]","FluentInFinance","Andrew Lokenauth | TheFinanceNewsletter.com","https://pbs.twimg.com/profile_images/1747282104990175232/DSMtFE0E_normal.jpg","null","null","null",743,68,58,12,41,85462,false,false,false,"https://twitter.com/FluentInFinance/status/1829366180546543991"
"1829451907020063032","2024-08-30 17:31:38 +08:00","If you liked this post, you'll enjoy my weekly newsletter ― Join 50,000+ readers and sign-up at https://t.co/fJ9jVNLFNS!","[]","FluentInFinance","Andrew Lokenauth | TheFinanceNewsletter.com","https://pbs.twimg.com/profile_images/1747282104990175232/DSMtFE0E_normal.jpg","1829366180546543991","null","null",4,0,0,0,1,7377,false,false,false,"https://twitter.com/FluentInFinance/status/1829451907020063032"
"1829497340823998672","2024-08-30 20:32:11 +08:00","We'll discuss this more in my newsletter ― Join 50,000+ readers and sign-up at https://t.co/fJ9jVNLFNS!","[]","FluentInFinance","Andrew Lokenauth | TheFinanceNewsletter.com","https://pbs.twimg.com/profile_images/1747282104990175232/DSMtFE0E_normal.jpg","1829197799331647513","null","null",2,0,0,0,3,7899,false,false,false,"https://twitter.com/FluentInFinance/status/1829497340823998672"
"1829551045749707221","2024-08-31 00:05:35 +08:00","If you want to invest in the future, invest in:\n\n• Machine Learning\n• Water Technology\n• Quantum Computing\n• Internet of Things (IoT)\n• Augmented Reality (AR)\n• Quantum Information Science\n• Agri-tech and Food Technology\n• Next-Gen Telecommunications\n• Autonomous Vehicles and Robotics\n• Genomics and Personalized Medicine\n• Advanced Materials and Manufacturing\n\nWhat would you add?","[]","FluentInFinance","Andrew Lokenauth | TheFinanceNewsletter.com","https://pbs.twimg.com/profile_images/1747282104990175232/DSMtFE0E_normal.jpg","null","null","null",368,70,245,3,31,47182,false,false,false,"https://twitter.com/FluentInFinance/status/1829551045749707221"
"1829574865147564275","2024-08-31 01:40:14 +08:00","The married couple living off $120,000 a year tax-free from their investment portfolio is a wealth hack.\n\nThere is 0% capital gains tax on investment income up to $94,050 for married couples and the standard deduction is $29,200.\n\nTax code favors investors, not employees.","[]","FluentInFinance","Andrew Lokenauth | TheFinanceNewsletter.com","https://pbs.twimg.com/profile_images/1747282104990175232/DSMtFE0E_normal.jpg","null","null","null",339,39,199,2,14,49381,false,false,false,"https://twitter.com/FluentInFinance/status/1829574865147564275"
"1829599921345016030","2024-08-31 03:19:48 +08:00","Cost of college tuition has risen +1,200% since 1980.\n\nEarly career salaries have only risen +8.9% since 1980.\n\nThe system is broken.\n\nWhy don’t we fix the root cause of the problem?","[]","FluentInFinance","Andrew Lokenauth | TheFinanceNewsletter.com","https://pbs.twimg.com/profile_images/1747282104990175232/DSMtFE0E_normal.jpg","null","null","null",201,33,18,3,31,32894,false,false,false,"https://twitter.com/FluentInFinance/status/1829599921345016030"
"1829672728460513431","2024-08-31 08:09:06 +08:00","JUST IN: 🇧🇷 Brazil officially bans X (Twitter).\n\nBrazil's Supreme Court says anyone caught using a VPN to access it will be fined up to $8,874 per day.\n\nX/ Twitter's website has been ordered to be removed within 24 hours, and app stores have 5 days to remove the app. https://t.co/OfChFPdeBl","[{""type"":""photo"",""url"":""https://t.co/OfChFPdeBl"",""thumbnail"":""https://pbs.twimg.com/media/GWRNWuvW4AErc8X?format=png&name=thumb"",""original"":""https://pbs.twimg.com/media/GWRNWuvW4AErc8X?format=png&name=orig""},{""type"":""photo"",""url"":""https://t.co/OfChFPdeBl"",""thumbnail"":""https://pbs.twimg.com/media/GWRNXXaWEAAdO9d?format=png&name=thumb"",""original"":""https://pbs.twimg.com/media/GWRNXXaWEAAdO9d?format=png&name=orig""}]","FluentInFinance","Andrew Lokenauth | TheFinanceNewsletter.com","https://pbs.twimg.com/profile_images/1747282104990175232/DSMtFE0E_normal.jpg","null","null","null",74,23,6,13,18,30395,false,false,false,"https://twitter.com/FluentInFinance/status/1829672728460513431"
